"State","Hospital.name","Establishment.ID","Medicare.Provider.No.","Local.Hospital.Network.identifier","Local.Hospital.Network","Address.Line.1","Address.Line.2","asgc_ra","Remoteness.area","Number.of.available.beds","X2012.13.Peer.Group.code","Peer.Group.Name","Provided.data.for.NPHED","Provided.data.for.NHMD","Provided.data.for.NAPEDCD","Provided.data.for.ESWT","Provided.data.for.NNAPCD","IHPA.funding.designation","full_address","lat","lon","geo_address"
"WA","Bridgetown Hospital","511000444","0070090A",503,"WA Country Health Service","PENINSULA                                     Rd","BRIDGETOWN                                             6255",1,"Inner Regional",24,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","PENINSULA Rd BRIDGETOWN 6255",-33.9468102,116.1102457,"53 mitchell st, carramar nsw 2163, australia"
"WA","Broome Hospital","510400206","0070110L",503,"WA Country Health Service","ROBINSON                                      St","BROOME                                                 6725",3,"Remote",66,"S1","Public acute group C","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","ROBINSON St BROOME 6725",-17.9622579,122.2370085,"53 mitchell st, carramar nsw 2163, australia"
"WA","Bruce Rock Memorial Hospital","510700403","0070120K",503,"WA Country Health Service","35 DUNSTALL                                      St","BRUCE ROCK                                             6418",3,"Remote",4,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","35 DUNSTALL St BRUCE ROCK 6418",-31.8509547,118.1590786,"53 mitchell st, carramar nsw 2163, australia"
"WA","Bunbury Hospital","511000208","0071120B",503,"WA Country Health Service","BUSSELL                                       Hwy","BUNBURY                                                6230",1,"Inner Regional",161,"M","Public acute group B","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","BUSSELL Hwy BUNBURY 6230",-33.4108489,115.6275781,"53 mitchell st, carramar nsw 2163, australia"
"WA","Busselton Hospital","511000209","0070150F",503,"WA Country Health Service","MILL                                          Rd","BUSSELTON                                              6280",1,"Inner Regional",62,"S1","Public acute group C","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","MILL Rd BUSSELTON 6280",-33.6541934,115.3215554,"53 mitchell st, carramar nsw 2163, australia"
"WA","Carnarvon Hospital","510600210","0070160B",503,"WA Country Health Service","CLEAVER                                       St","CARNARVON                                              6701",3,"Remote",39,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","CLEAVER St CARNARVON 6701",-24.8897703,113.6570383,"53 mitchell st, carramar nsw 2163, australia"
"WA","Collie Hospital","511000211","0070170A",503,"WA Country Health Service","DEAKIN                                        St","COLLIE                                                 6225",1,"Inner Regional",25,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","DEAKIN St COLLIE 6225",-33.3524333,116.1623172,"53 mitchell st, carramar nsw 2163, australia"
"WA","Corrigin Hospital","510700404","0070190X",503,"WA Country Health Service","49 KIRKWOOD                                      St","CORRIGIN                                               6375",3,"Remote",3,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","49 KIRKWOOD St CORRIGIN 6375",-32.3245282,117.8787142,"53 mitchell st, carramar nsw 2163, australia"
"WA","Cunderdin Hospital","510700405","0070220H",503,"WA Country Health Service","CUBBINE                                       Rd","CUNDERDIN                                              6407",2,"Outer Regional",3.1,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","CUBBINE Rd CUNDERDIN 6407",-31.6602561,117.2449905,"53 mitchell st, carramar nsw 2163, australia"
"WA","Dalwallinu Hospital","510700406","0070230F",503,"WA Country Health Service","MYERS                                         St","DALWALLINU                                             6609",3,"Remote",4,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","MYERS St DALWALLINU 6609",-30.2764252,116.6555991,"53 mitchell st, carramar nsw 2163, australia"
"WA","Denmark Hospital","510900214","0070240B",503,"WA Country Health Service","50 SCOTSDALE                                     Rd","DENMARK                                                6333",2,"Outer Regional",5.8,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","50 SCOTSDALE Rd DENMARK 6333",-34.9561201,117.3572177,"53 mitchell st, carramar nsw 2163, australia"
"WA","Derby Hospital","510400215","0070250A",503,"WA Country Health Service","CLARENDON                                     St","DERBY                                                  6728",4,"Very remote",31,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Activity-based funded hospital","CLARENDON St DERBY 6728",-17.3058371,123.6310123,"53 mitchell st, carramar nsw 2163, australia"
"WA","Dongara Multi-Purpose Health Centre","510600476","0071570Y",503,"WA Country Health Service","48 BLENHEIM                                      Rd","DONGARA                                                6525",2,"Outer Regional",2.9,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","48 BLENHEIM Rd DONGARA 6525",-29.2649318,114.9340733,"53 mitchell st, carramar nsw 2163, australia"
"WA","Donnybrook Hospital","511000271","0070260Y",503,"WA Country Health Service","BENTLEY                                       St","DONNYBROOK                                             6239",1,"Inner Regional",14,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","BENTLEY St DONNYBROOK 6239",-33.575706,115.8183403,"53 mitchell st, carramar nsw 2163, australia"
"WA","Dumbleyung Memorial Hospital","510700408","0070270X",503,"WA Country Health Service","MCINTYRE                                      St","DUMBLEYUNG                                             6350",3,"Remote",3.3,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","MCINTYRE St DUMBLEYUNG 6350",-33.3110673,117.7432175,"53 mitchell st, carramar nsw 2163, australia"
"WA","Esperance Hospital","510800218","0070280W",503,"WA Country Health Service","HICKS                                         St","ESPERANCE                                              6450",3,"Remote",36,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Activity-based funded hospital","HICKS St ESPERANCE 6450",-33.8566495,121.8911148,"53 mitchell st, carramar nsw 2163, australia"
"WA","Exmouth Hospital","510600219","0071100H",503,"WA Country Health Service","LYONS                                         St","EXMOUTH                                                6707",4,"Very remote",6,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","LYONS St EXMOUTH 6707",-21.9278251,114.1194047,"53 mitchell st, carramar nsw 2163, australia"
"WA","Fiona Stanley Hospital","510300106","0071610H",502,"South Metropolitan Health Service (WA)","102 MURDOCH                                       Dr","MURDOCH                                                6150",0,"Major Cities",744.4,"PR","Principal referral","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","102 MURDOCH Dr MURDOCH 6150",-32.0717524,115.8432658,"53 mitchell st, carramar nsw 2163, australia"
"WA","Fitzroy Crossing Hospital","510400127","0070290T",503,"WA Country Health Service","FALLON                                        Rd","FITZROY CROSSING                                       6765",4,"Very remote",14,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","FALLON Rd FITZROY CROSSING 6765",-18.1903028,125.5646789,"53 mitchell st, carramar nsw 2163, australia"
"WA","Fremantle Hospital","510300102","0070010W",502,"South Metropolitan Health Service (WA)","ALMA                                          St","FREMANTLE                                              6160",0,"Major Cities",246.3,"L","Public acute group A","Yes","Yes","No","Yes","Yes","Activity-based funded hospital","ALMA St FREMANTLE 6160",-32.0582167,115.7539314,"53 mitchell st, carramar nsw 2163, australia"
"WA","Geraldton Hospital","510600220","0071130A",503,"WA Country Health Service","SHENTON                                       St","GERALDTON                                              6530",2,"Outer Regional",100,"M","Public acute group B","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","SHENTON St GERALDTON 6530",-28.7824232,114.6066594,"53 mitchell st, carramar nsw 2163, australia"
"WA","Gnowangerup Hospital","510900410","0070330A",503,"WA Country Health Service","YOUGENUP                                      Rd","GNOWANGERUP                                            6335",3,"Remote",4,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","YOUGENUP Rd GNOWANGERUP 6335",-33.9342882,118.0053163,"53 mitchell st, carramar nsw 2163, australia"
"WA","Goomalling Hospital","510700411","0070320B",503,"WA Country Health Service","FORREST                                       St","GOOMALLING                                             6460",2,"Outer Regional",4,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","FORREST St GOOMALLING 6460",-31.3017012,116.8302123,"53 mitchell st, carramar nsw 2163, australia"
"WA","Graylands Hospital","540100935","0071590W",501,"North Metropolitan Health Service (WA)","BROCKWAY                                      Rd","MOUNT CLAREMONT                                        6010",0,"Major Cities",135.4,"Ps","Psychiatric","Yes","Yes","No","No","No","Activity-based funded hospital","BROCKWAY Rd MOUNT CLAREMONT 6010",-31.9599571,115.7918618,"53 mitchell st, carramar nsw 2163, australia"
"WA","Halls Creek Hospital","510400128","0070340Y",503,"WA Country Health Service","70 ROBERTA                                       Ave","HALLS CREEK                                            6770",4,"Very remote",8,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","70 ROBERTA Ave HALLS CREEK 6770",-18.2270566,127.6678637,"53 mitchell st, carramar nsw 2163, australia"
"WA","Harvey Hospital","511000412","0070350X",503,"WA Country Health Service","45 HAYWARD                                       St","HARVEY                                                 6220",1,"Inner Regional",13.3,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","45 HAYWARD St HARVEY 6220",-33.0774843,115.8967663,"53 mitchell st, carramar nsw 2163, australia"
"WA","Hedland Health Campus","510500131","0071600J",503,"WA Country Health Service","34 COLEBATCH                                     WAY","SOUTH HEDLAND                                          6722",3,"Remote",64,"S1","Public acute group C","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","34 COLEBATCH WAY SOUTH HEDLAND 6722",-20.4135409,118.5981777,"53 mitchell st, carramar nsw 2163, australia"
"WA","Kalamunda Hospital","510200454","0071270K",504,"","ELIZABETH                                     St","KALAMUNDA                                              6076",0,"Major Cities",20.6,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","ELIZABETH St KALAMUNDA 6076",-31.9684176,116.0570285,"53 mitchell st, carramar nsw 2163, australia"
